Protein	Contig	Genome	Classification	Function	Final AVG Probability	Final AVG Confidence Level
vRhyme_unbinned_43__MGr3G3H3I_000000145042_21	vRhyme_unbinned_43__MGr3G3H3I_000000145042	vRhyme_unbinned_43__MGr3G3H3I_000000145042	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_1	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_2	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_3	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_4	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified	methyltransferase	0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_5	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_6	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_7	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_8	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified	glycosyltransferase	0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_9	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_10	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified	terminase large subunit	0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_11	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_12	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_13	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_14	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_15	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_16	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_17	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_44__MGr3G3H3I_000000146975_18	vRhyme_unbinned_44__MGr3G3H3I_000000146975	vRhyme_unbinned_44__MGr3G3H3I_000000146975	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_1	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified	RepB plasmid partitioning protein	0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_2	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	regulatory	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein	0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_3	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified	integrase	0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_4	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_5	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_6	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_7	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_8	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_9	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_10	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_11	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_45__MGr3G3H3I_000000148917_12	vRhyme_unbinned_45__MGr3G3H3I_000000148917	vRhyme_unbinned_45__MGr3G3H3I_000000148917	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_1	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_2	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_3	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_4	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_5	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_6	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_7	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_8	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_9	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_10	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_11	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	endonuclease VII	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_12	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_13	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_14	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	""	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_15	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_16	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	ParB-like partition protein	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_17	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_18	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	head protein	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_19	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_20	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	portal protein	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_21	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_22	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_23	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified		0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_24	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	terminase large subunit	0.0	low
vRhyme_unbinned_46__MGr3G3H3I_000000153998_25	vRhyme_unbinned_46__MGr3G3H3I_000000153998	vRhyme_unbinned_46__MGr3G3H3I_000000153998	unclassified	terminase small subunit	0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_1	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	major head protein	0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_2	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_3	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_4	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	head maturation protease	0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_5	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_6	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_7	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_8	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_9	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified		0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_10	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	Portal protein of Mu bacteriophage	0.0	low
vRhyme_unbinned_47__MGr3G3H3I_000000154348_11	vRhyme_unbinned_47__MGr3G3H3I_000000154348	vRhyme_unbinned_47__MGr3G3H3I_000000154348	unclassified	terminase large subunit	0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_1	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	metabolic	deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]	0.687	high
vRhyme_unbinned_48__MGr3G3H3I_000000154912_2	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_3	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_4	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	RNA ligase	0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_5	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_6	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_7	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_8	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_9	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_10	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_11	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_12	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified	lig; DNA ligase [EC:6.5.1.1]	0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_13	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_14	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_15	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_16	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_17	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_18	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_19	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_48__MGr3G3H3I_000000154912_20	vRhyme_unbinned_48__MGr3G3H3I_000000154912	vRhyme_unbinned_48__MGr3G3H3I_000000154912	unclassified		0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_1	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified		1.0	very high
vRhyme_unbinned_49__MGr3G3H3I_000000157758_2	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	FI; Bacteriophage tail sheath protein	0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_3	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	T4-like virus tail tube protein gp19	0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_4	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified	baseplate hub	0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_5	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified		0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_6	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified		0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_7	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified		0.0	low
vRhyme_unbinned_49__MGr3G3H3I_000000157758_8	vRhyme_unbinned_49__MGr3G3H3I_000000157758	vRhyme_unbinned_49__MGr3G3H3I_000000157758	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_1	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_2	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified	B3GALTL; UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]	0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_3	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_4	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_5	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_6	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_7	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_8	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_9	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_10	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_11	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_12	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_4__MGr3G3H3I_000000010128_13	vRhyme_unbinned_4__MGr3G3H3I_000000010128	vRhyme_unbinned_4__MGr3G3H3I_000000010128	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_1	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_2	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_3	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_4	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_5	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_6	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	DNA invertase	0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_7	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_8	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_9	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_10	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	""	0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_11	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]	0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_12	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]	0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_13	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_14	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_15	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_16	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_17	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_18	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_19	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_20	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_21	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified	DNA methyltransferase	0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_22	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_23	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0023	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_24	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_50__MGr3G3H3I_000000159176_25	vRhyme_unbinned_50__MGr3G3H3I_000000159176	vRhyme_unbinned_50__MGr3G3H3I_000000159176	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_1	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_2	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_3	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_4	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_5	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
vRhyme_unbinned_51__MGr3G3H3I_000000159918_6	vRhyme_unbinned_51__MGr3G3H3I_000000159918	vRhyme_unbinned_51__MGr3G3H3I_000000159918	unclassified		0.0	low
